"pitch_type_count","avg_release_speed","sd_release_speed","avg_release_pos_x","sd_release_pos_x","avg_release_pos_z","sd_release_pos_z","event_count","description_count"
6,86.4132978723404,6.25148530416736,2.30690104925678,0.173078504138114,6.28206426697756,0.146055777926533,21,12
