"year","game_date","avg_release_speed"
"2019",2019-07-14,86.9314336569579
"2019",2019-07-15,86.7735469255663
"2019",2019-07-16,86.6156601941748
"2019",2019-07-17,86.4577734627832
"2019",2019-07-18,86.2998867313916
"2019",2019-07-19,86.142
"2019",2019-07-20,86.2977509433962
"2019",2019-07-21,86.4535018867924
"2019",2019-07-22,86.6092528301887
"2019",2019-07-23,86.7650037735849
"2019",2019-07-24,86.9207547169811
"2019",2019-07-25,86.6250149885382
"2019",2019-07-26,86.3292752600952
"2019",2019-07-27,86.0335355316523
"2019",2019-07-28,85.7377958032093
"2019",2019-07-29,85.4420560747664
"2019",2019-07-30,85.7181884914241
"2019",2019-07-31,85.9943209080818
"2019",2019-08-01,86.2704533247395
"2019",2019-08-02,86.5465857413972
"2019",2019-08-03,86.8227181580549
"2019",2019-08-04,87.0988505747126
"2019",2019-08-05,87.118191081764
"2019",2019-08-06,87.1375315888155
"2019",2019-08-07,87.156872095867
"2019",2019-08-08,87.1762126029184
"2019",2019-08-09,87.1955531099699
"2019",2019-08-10,87.2148936170213
"2019",2019-08-11,87.2605931656996
"2019",2019-08-12,87.3062927143778
"2019",2019-08-13,87.3519922630561
"2019",2019-08-14,87.3976918117344
"2019",2019-08-15,87.4433913604126
"2019",2019-08-16,87.4890909090909
"2019",2019-08-17,87.4624555229716
"2019",2019-08-18,87.4358201368524
"2019",2019-08-19,87.4091847507331
"2019",2019-08-20,87.3825493646139
"2019",2019-08-21,87.3559139784946
"2019",2019-08-22,87.1565308795147
"2019",2019-08-23,86.9571477805349
"2019",2019-08-24,86.757764681555
"2019",2019-08-25,86.5583815825751
"2019",2019-08-26,86.3589984835953
"2019",2019-08-27,86.1596153846154
"2019",2019-08-28,86.4041133603239
"2019",2019-08-29,86.6486113360324
"2019",2019-08-30,86.8931093117409
"2019",2019-08-31,87.1376072874494
"2019",2019-09-01,87.3821052631579
"2019",2019-09-02,87.3327870142646
"2019",2019-09-03,87.2834687653714
"2019",2019-09-04,87.2341505164781
"2019",2019-09-05,87.1848322675849
"2019",2019-09-06,87.1355140186916
"2019",2019-09-07,87.135261682243
"2019",2019-09-08,87.1350093457944
"2019",2019-09-09,87.1347570093458
"2019",2019-09-10,87.1345046728972
"2019",2019-09-11,87.1342523364486
"2019",2019-09-12,87.134
"2019",2019-09-13,87.2255636363636
"2019",2019-09-14,87.3171272727273
"2019",2019-09-15,87.4086909090909
"2019",2019-09-16,87.5002545454546
"2019",2019-09-17,87.5918181818182
"2019",2019-09-18,87.716792929293
"2019",2019-09-19,87.8417676767677
"2019",2019-09-20,87.9667424242425
"2019",2019-09-21,88.0917171717172
"2019",2019-09-22,88.216691919192
"2019",2019-09-23,88.3416666666667
"2019",2019-09-24,88.22695035461
"2019",2019-09-25,88.1122340425532
"2019",2019-09-26,87.9975177304965
"2019",2019-09-27,87.8828014184397
"2019",2019-09-28,87.768085106383
"2019",2019-09-29,87.7585802346391
"2019",2019-09-30,87.7490753628952
"2019",2019-10-01,87.7395704911514
"2019",2019-10-02,87.7300656194075
"2019",2019-10-03,87.7205607476636
"2019",2019-10-04,87.7908500222519
"2019",2019-10-05,87.8611392968403
"2019",2019-10-06,87.9314285714286
"2019",2019-10-07,87.8800432900433
"2019",2019-10-08,87.828658008658
"2019",2019-10-09,87.7772727272727
"2019",2019-10-10,85.6181818181818
"2019",2019-10-11,83.4590909090909
"2019",2019-10-12,81.3
"2019",2019-10-13,83.5851063829787
"2019",2019-10-14,85.8702127659575
"2019",2019-10-15,88.1553191489362
"2019",2019-10-16,88.0732667535099
"2019",2019-10-17,87.9912143580837
"2019",2019-10-18,87.9091619626574
"2019",2019-10-19,87.8271095672312
"2019",2019-10-20,87.7450571718049
"2019",2019-10-21,87.6630047763787
"2019",2019-10-22,87.5809523809524
"2019",2019-10-23,87.357849702381
"2019",2019-10-24,87.1347470238096
"2019",2019-10-25,86.9116443452381
"2019",2019-10-26,86.6885416666667
"2019",2019-10-27,87.2817471590909
"2019",2019-10-28,87.8749526515151
"2019",2019-10-29,88.4681581439394
"2019",2019-10-30,89.0613636363636
"2020",2020-07-21,82.8369230769231
"2020",2020-07-22,83.3482051282051
"2020",2020-07-23,83.8594871794872
"2020",2020-07-24,84.3707692307692
"2020",2020-07-25,84.8820512820513
"2020",2020-07-26,85.3933333333333
"2020",2020-07-27,85.3581263616557
"2020",2020-07-28,85.3229193899782
"2020",2020-07-29,85.2877124183006
"2020",2020-07-30,85.2525054466231
"2020",2020-07-31,85.2172984749455
"2020",2020-08-01,85.182091503268
"2020",2020-08-02,85.1468845315904
"2020",2020-08-03,85.1116775599128
"2020",2020-08-04,85.0764705882353
"2020",2020-08-05,84.6863308541807
"2020",2020-08-06,84.2961911201262
"2020",2020-08-07,83.9060513860717
"2020",2020-08-08,83.5159116520171
"2020",2020-08-09,83.1257719179625
"2020",2020-08-10,82.735632183908
"2020",2020-08-11,82.9404206407434
"2020",2020-08-12,83.1452090975788
"2020",2020-08-13,83.3499975544143
"2020",2020-08-14,83.5547860112497
"2020",2020-08-15,83.7595744680851
"2020",2020-08-16,83.857325128633
"2020",2020-08-17,83.9550757891809
"2020",2020-08-18,84.0528264497288
"2020",2020-08-19,84.1505771102767
"2020",2020-08-20,84.2483277708246
"2020",2020-08-21,84.3460784313725
"2020",2020-08-22,84.3939460784313
"2020",2020-08-23,84.4418137254902
"2020",2020-08-24,84.489681372549
"2020",2020-08-25,84.5375490196079
"2020",2020-08-26,84.5854166666667
"2020",2020-08-27,84.594550120773
"2020",2020-08-28,84.6036835748792
"2020",2020-08-29,84.6128170289855
"2020",2020-08-30,84.6219504830918
"2020",2020-08-31,84.631083937198
"2020",2020-09-01,84.6402173913043
"2020",2020-09-02,84.7716078753076
"2020",2020-09-03,84.9029983593109
"2020",2020-09-04,85.0343888433142
"2020",2020-09-05,85.1657793273175
"2020",2020-09-06,85.2971698113208
"2020",2020-09-07,85.1010365711624
"2020",2020-09-08,84.904903331004
"2020",2020-09-09,84.7087700908456
"2020",2020-09-10,84.5126368506872
"2020",2020-09-11,84.3165036105288
"2020",2020-09-12,84.1203703703704
"2020",2020-09-13,84.273374295955
"2020",2020-09-14,84.4263782215395
"2020",2020-09-15,84.5793821471241
"2020",2020-09-16,84.7323860727087
"2020",2020-09-17,84.8853899982933
"2020",2020-09-18,85.0383939238778
"2020",2020-09-19,85.1913978494624
"2020",2020-09-20,85.0686935008089
"2020",2020-09-21,84.9459891521553
"2020",2020-09-22,84.8232848035018
"2020",2020-09-23,84.7005804548482
"2020",2020-09-24,84.5778761061947
"2021",2021-04-10,86.28375
"2021",2021-04-11,86.2050952380952
"2021",2021-04-12,86.1264404761905
"2021",2021-04-13,86.0477857142857
"2021",2021-04-14,85.969130952381
"2021",2021-04-15,85.8904761904762
"2021",2021-04-16,85.632380952381
"2021",2021-04-17,85.3742857142857
"2021",2021-04-18,85.1161904761905
"2021",2021-04-19,84.8580952380952
"2021",2021-04-20,84.6
"2021",2021-04-21,84.8951898734177
